bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	aliquots	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-02-0028-10A	TCGA-02-0028-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0028-10A	TCGA-02-0028-10A-01D	1.89	null	0 uL	DNA	0.108 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0033-01A	TCGA-02-0033-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0033-01A	TCGA-02-0033-01A-01D	1.91	null	9.7 uL	DNA	0.560 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0033-01A	TCGA-02-0033-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0033-01A	TCGA-02-0033-01A-01R	1.80	null	85 uL	RNA	0.507 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0033-01A	TCGA-02-0033-01A-01T	null	null	81 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0033-10A	TCGA-02-0033-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0033-10A	TCGA-02-0033-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0033-10A	TCGA-02-0033-10A-01D	1.89	null	0 uL	DNA	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01D	1.92	null	56.7 uL	DNA	0.521 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01R	1.80	null	16 uL	RNA	0.431 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01T	null	null	0 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0034-01A	TCGA-02-0034-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-10A	TCGA-02-0034-10A-01D	1.90	null	0 uL	DNA	0.362 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-10A	TCGA-02-0034-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0034-10A	TCGA-02-0034-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0037-01A	TCGA-02-0037-01A-01R	1.82	null	60 uL	RNA	0.554 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0037-01A	TCGA-02-0037-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0037-01A	TCGA-02-0037-01A-01T	null	null	22 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0037-01A	TCGA-02-0037-01A-01D	1.94	null	40 uL	DNA	0.570 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0037-01A	TCGA-02-0037-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0037-10A	TCGA-02-0037-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0037-10A	TCGA-02-0037-10A-01D	1.90	null	0 uL	DNA	0.259 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01D	1.92	null	34.7 uL	DNA	0.544 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01T	null	null	19 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0038-01A	TCGA-02-0038-01A-01R	1.79	null	23 uL	RNA	0.557 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0038-10A	TCGA-02-0038-10A-01D	1.88	null	0 uL	DNA	0.143 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0038-10A	TCGA-02-0038-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0038-10A	TCGA-02-0038-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-01A	TCGA-02-0039-01A-01T	null	null	9 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-01A	TCGA-02-0039-01A-01D	1.89	null	0 uL	DNA	0.330 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-01A	TCGA-02-0039-01A-01R	1.80	null	32 uL	RNA	0.164 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-01A	TCGA-02-0039-01A-01G	1.9	null	2 uL	GenomePlex (Rubicon) Amplified DNA	.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-01A	TCGA-02-0039-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-10A	TCGA-02-0039-10A-01D	1.90	null	0 uL	DNA	0.080 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-10A	TCGA-02-0039-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0039-10A	TCGA-02-0039-10A-01G	1.8	null	40 uL	GenomePlex (Rubicon) Amplified DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0043-01A	TCGA-02-0043-01A-01D	1.93	null	118.7 uL	DNA	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0043-01A	TCGA-02-0043-01A-01R	1.83	null	38 uL	RNA	0.633 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0043-01A	TCGA-02-0043-01A-01T	null	null	70 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0043-01A	TCGA-02-0043-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0043-01A	TCGA-02-0043-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0043-10A	TCGA-02-0043-10A-01D	1.89	null	0 uL	DNA	0.158 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0043-10A	TCGA-02-0043-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0043-10A	TCGA-02-0043-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01T	null	null	0 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01R	1.80	null	43 uL	RNA	0.507 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0046-01A	TCGA-02-0046-01A-01D	1.89	null	44.7 uL	DNA	0.508 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0046-10A	TCGA-02-0046-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0046-10A	TCGA-02-0046-10A-01D	1.90	null	0 uL	DNA	0.203 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0046-10A	TCGA-02-0046-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01T	null	null	0 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01D	1.90	null	69.7 uL	DNA	0.543 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0047-01A	TCGA-02-0047-01A-01R	1.79	null	33 uL	RNA	0.527 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0047-10A	TCGA-02-0047-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0047-10A	TCGA-02-0047-10A-01D	1.89	null	0 uL	DNA	0.305 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0047-10A	TCGA-02-0047-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-01A	TCGA-02-0048-01A-01R	1.80	null	221 uL	RNA	0.145 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-01A	TCGA-02-0048-01A-01T	null	null	17 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-01A	TCGA-02-0048-01A-01G	1.9	null	2 uL	GenomePlex (Rubicon) Amplified DNA	.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-01A	TCGA-02-0048-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-01A	TCGA-02-0048-01A-01D	1.88	null	55.7 uL	DNA	0.550 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-10A	TCGA-02-0048-10A-01D	1.90	null	0 uL	DNA	0.090 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-10A	TCGA-02-0048-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0048-10A	TCGA-02-0048-10A-01G	1.8	null	40 uL	GenomePlex (Rubicon) Amplified DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01D	1.90	null	46.7 uL	DNA	0.450 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01R	1.80	null	52 uL	RNA	0.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01T	null	null	10 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0051-01A	TCGA-02-0051-01A-01G	1.9	null	40 uL	GenomePlex (Rubicon) Amplified DNA	.19 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0051-10A	TCGA-02-0051-10A-01D	1.80	null	0 uL	DNA	0.002 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0051-10A	TCGA-02-0051-10A-01G	1.8	null	40 uL	GenomePlex (Rubicon) Amplified DNA	.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0052-01A	TCGA-02-0052-01A-01D	1.94	null	46 uL	DNA	0.590 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0052-01A	TCGA-02-0052-01A-01R	1.77	null	54 uL	RNA	0.557 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0052-01A	TCGA-02-0052-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0052-01A	TCGA-02-0052-01A-01T	null	null	48 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0052-01A	TCGA-02-0052-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0052-10A	TCGA-02-0052-10A-01D	1.90	null	0 uL	DNA	0.245 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0052-10A	TCGA-02-0052-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0054-01A	TCGA-02-0054-01A-01R	1.63	null	50 uL	RNA	0.616 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0054-01A	TCGA-02-0054-01A-01D	1.88	null	59 uL	DNA	0.518 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0054-01A	TCGA-02-0054-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0054-01A	TCGA-02-0054-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0054-01A	TCGA-02-0054-01A-01T	null	null	36 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0054-10A	TCGA-02-0054-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0054-10A	TCGA-02-0054-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0054-10A	TCGA-02-0054-10A-01D	1.90	null	0 uL	DNA	0.129 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01T	null	null	41 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01R	1.79	null	35 uL	RNA	0.549 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-01A	TCGA-02-0055-01A-01D	1.87	null	44.7 uL	DNA	0.505 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-10A	TCGA-02-0055-10A-01D	1.89	null	0 uL	DNA	0.201 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-10A	TCGA-02-0055-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0055-10A	TCGA-02-0055-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0057-01A	TCGA-02-0057-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0057-01A	TCGA-02-0057-01A-01R	1.78	null	32 uL	RNA	0.521 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0057-01A	TCGA-02-0057-01A-01D	1.89	null	88 uL	DNA	0.460 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0057-01A	TCGA-02-0057-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0057-01A	TCGA-02-0057-01A-01T	null	null	29 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0057-10A	TCGA-02-0057-10A-01D	1.88	null	0 uL	DNA	0.127 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0057-10A	TCGA-02-0057-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01R	1.77	null	30 uL	RNA	0.499 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01D	1.90	null	26.7 uL	DNA	0.483 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0058-01A	TCGA-02-0058-01A-01T	null	null	45 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0058-10A	TCGA-02-0058-10A-01D	1.88	null	0 uL	DNA	0.156 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0058-10A	TCGA-02-0058-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0058-10A	TCGA-02-0058-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01G	1.9	null	40 uL	GenomePlex (Rubicon) Amplified DNA	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01T	null	null	10 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01D	1.90	null	0 uL	DNA	0.500 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0059-01A	TCGA-02-0059-01A-01R	1.80	null	7 uL	RNA	0.148 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0059-10A	TCGA-02-0059-10A-01D	1.50	null	0 uL	DNA	0.004 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0059-10A	TCGA-02-0059-10A-01G	1.9	null	40 uL	GenomePlex (Rubicon) Amplified DNA	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01T	null	null	17 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01R	1.81	null	28 uL	RNA	0.503 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01D	1.90	null	11 uL	DNA	0.479 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0060-01A	TCGA-02-0060-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0060-10A	TCGA-02-0060-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0060-10A	TCGA-02-0060-10A-01D	1.88	null	0 uL	DNA	0.121 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0064-01A	TCGA-02-0064-01A-01D	1.89	null	131 uL	DNA	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0064-01A	TCGA-02-0064-01A-01T	null	null	2 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0064-01A	TCGA-02-0064-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0064-01A	TCGA-02-0064-01A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-02-0064-01A	TCGA-02-0064-01A-01R	1.81	null	12.5 uL	RNA	0.491 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0064-10A	TCGA-02-0064-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0064-10A	TCGA-02-0064-10A-01D	1.90	null	0 uL	DNA	0.500 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0068-01A	TCGA-02-0068-01A-01G	1.9	null	40 uL	GenomePlex (Rubicon) Amplified DNA	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-02-0068-01A	TCGA-02-0068-01A-01T	null	null	54 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
